condition,conv_id,turn_index,n_turns,cosine_semanticL
C1-P0,4177,22,29,0.5988501031628661
C1-P0,4177,23,29,0.5748419196338972
C1-P0,4177,24,29,0.39684133237562635
C1-P0,4177,25,29,0.495219667539166
C3-P1,4341,0,19,0.7493732100138595
C3-P1,4341,1,19,0.7055824525596164
C3-P1,4341,2,19,0.6562400136563155
C3-P1,4341,3,19,0.6475806375785417
C3-P1,4341,4,19,0.596099263661325
C3-P1,4341,5,19,0.7689287726630352
C3-P1,4341,6,19,0.6949988598483589
C3-P1,4341,7,19,0.4059471948773343
C3-P1,4341,8,19,0.2890239845775613
C3-P1,4341,9,19,0.5207140110311711
C3-P1,4341,10,19,0.6900707907353058
C3-P1,4341,11,19,0.6538524886021059
C3-P1,4341,12,19,0.5888238067417079
C3-P1,4341,13,19,0.6044437260878126
C3-P1,4341,14,19,0.6994967597101769
C3-P1,4341,15,19,0.52460958617938
C4-P2,4330,0,32,0.6498596614372467
C4-P2,4330,1,32,0.5273023506047093
C4-P2,4330,2,32,0.5871298583801438
C4-P2,4330,3,32,0.7218103436747356
C4-P2,4330,4,32,0.5150984987596953
C4-P2,4330,5,32,0.6730172673766731
C4-P2,4330,6,32,0.8079309851397174
C4-P2,4330,7,32,0.6797662026826303
C4-P2,4330,8,32,0.5656101626703323
C4-P2,4330,9,32,0.6812788930130499
C4-P2,4330,10,32,0.46765884621580667
C4-P2,4330,11,32,0.5884571729481946
C4-P2,4330,12,32,0.7232223858321029
C4-P2,4330,13,32,0.6914382215288364
C4-P2,4330,14,32,0.6617842208501034
C4-P2,4330,15,32,0.7193077055616389
C4-P2,4330,16,32,0.6654530454549866
C4-P2,4330,17,32,0.6665019747984677
C4-P2,4330,18,32,0.6497224478283062
C4-P2,4330,19,32,0.6786479242964162
C4-P2,4330,20,32,0.742598186735657
C4-P2,4330,21,32,0.6339733477087182
C4-P2,4330,22,32,0.6745075157307336
C4-P2,4330,23,32,0.62566688800177
C4-P2,4330,24,32,0.5222574041832712
C4-P2,4330,25,32,0.7235586319591999
C4-P2,4330,26,32,0.7445359338309101
C4-P2,4330,27,32,0.6947423387428066
C4-P2,4330,28,32,0.6814047512408027
C4-P0,4356,0,26,0.5504454800600418
C4-P0,4356,1,26,0.5411291586577663
C4-P0,4356,2,26,0.5955772662254274
C4-P0,4356,3,26,0.4667127971917786
C4-P0,4356,4,26,0.35258242477073587
C4-P0,4356,5,26,0.3155738179030867
C4-P0,4356,6,26,0.6802354345829602
C4-P0,4356,7,26,0.46036156108843374
C4-P0,4356,8,26,0.4273365367280182
C4-P0,4356,9,26,0.3595595542657102
C4-P0,4356,10,26,0.6873709183673979
C4-P0,4356,11,26,0.6101147209893163
C4-P0,4356,12,26,0.636491862119339
C4-P0,4356,13,26,0.717615428352638
C4-P0,4356,14,26,0.6649574713084891
C4-P0,4356,15,26,0.6363128108530416
C4-P0,4356,16,26,0.662403714087282
C4-P0,4356,17,26,0.681286466419602
C4-P0,4356,18,26,0.6867904860335504
C4-P0,4356,19,26,0.6102988687770223
C4-P0,4356,20,26,0.6705891060503182
C4-P0,4356,21,26,0.5300568371015009
C4-P0,4356,22,26,0.7482531497840378
C3-P0,4353,0,20,0.6255570870051504
C3-P0,4353,1,20,0.5423705869893484
C3-P0,4353,2,20,0.6900810631506673
C3-P0,4353,3,20,0.5120038092861143
C3-P0,4353,4,20,0.6518205264446558
C3-P0,4353,5,20,0.7332375710745909
C3-P0,4353,6,20,0.6899446356361972
C3-P0,4353,7,20,0.5223811362794608
C3-P0,4353,8,20,0.5375884067569486
C3-P0,4353,9,20,0.5214289159936655
C3-P0,4353,10,20,0.6021339632035706
C3-P0,4353,11,20,0.7160259287978715
C3-P0,4353,12,20,0.70387750480774
C3-P0,4353,13,20,0.6025077204843228
C3-P0,4353,14,20,0.7709729278867977
C3-P0,4353,15,20,0.5096541899620799
C3-P0,4353,16,20,0.47395723873453566
C2-P1,4321,0,32,0.6086414182703939
C2-P1,4321,1,32,0.3737971017876476
C2-P1,4321,2,32,0.7126933219214645
C2-P1,4321,3,32,0.679805821415479
C2-P1,4321,4,32,0.629259338812266
C2-P1,4321,5,32,0.4380913745555499
C2-P1,4321,6,32,0.6074120215206458
C2-P1,4321,7,32,0.6980478682802802
C2-P1,4321,8,32,0.7872668313697528
C2-P1,4321,9,32,0.7601159945639595
C2-P1,4321,10,32,0.6544434369764986
C2-P1,4321,11,32,0.6942750902647994
C2-P1,4321,12,32,0.47591241797111405
C2-P1,4321,13,32,0.5712118975566125
C2-P1,4321,14,32,0.4699489276498743
C2-P1,4321,15,32,0.5280358949024863
C2-P1,4321,16,32,0.6771165686249594
C2-P1,4321,17,32,0.4948220743058198
C2-P1,4321,18,32,0.5662312068873536
C2-P1,4321,19,32,0.614048741242622
C2-P1,4321,20,32,0.5261626321301518
C2-P1,4321,21,32,0.7219310649833959
C2-P1,4321,22,32,0.5987614683005438
C2-P1,4321,23,32,0.7285621857669159
C2-P1,4321,24,32,0.7628116520511266
C2-P1,4321,25,32,0.6831722372938129
C2-P1,4321,26,32,0.6521480450767939
C2-P1,4321,27,32,0.7112680031046885
C2-P1,4321,28,32,0.6035596783827468
C3-P0,4340,0,22,0.6826213969568061
C3-P0,4340,1,22,0.7331620268951153
C3-P0,4340,2,22,0.6348657385937242
C3-P0,4340,3,22,0.5743962216523638
C3-P0,4340,4,22,0.6929331072855964
C3-P0,4340,5,22,0.635219442762499
C3-P0,4340,6,22,0.648982390623629
C3-P0,4340,7,22,0.7586241031049012
C3-P0,4340,8,22,0.6470968064129183
C3-P0,4340,9,22,0.7529743441835499
C3-P0,4340,10,22,0.6982241766646782
C3-P0,4340,11,22,0.5517351928962332
C3-P0,4340,12,22,0.5633512253379065
C3-P0,4340,13,22,0.7061194983161517
C3-P0,4340,14,22,0.6153740533660234
C3-P0,4340,15,22,0.6728421904454354
C3-P0,4340,16,22,0.7083458509928766
C3-P0,4340,17,22,0.7566388577796626
C3-P0,4340,18,22,0.6169047508254821
C2-P1,4362,0,32,0.7895571879172161
C2-P1,4362,1,32,0.5608004156783434
C2-P1,4362,2,32,0.6029639299688022
C2-P1,4362,3,32,0.5344305353009641
C2-P1,4362,4,32,0.6629312360949388
C2-P1,4362,5,32,0.6915107485879016
C2-P1,4362,6,32,0.7678866153504176
C2-P1,4362,7,32,0.504291885265166
C2-P1,4362,8,32,0.6943678190143646
C2-P1,4362,9,32,0.6507481217329382
C2-P1,4362,10,32,0.6048037016452653
C2-P1,4362,11,32,0.6172573521421056
C2-P1,4362,12,32,0.5933836786046991
C2-P1,4362,13,32,0.6823521658671438
C2-P1,4362,14,32,0.6016651534599866
C2-P1,4362,15,32,0.6884301530954423
C2-P1,4362,16,32,0.6474979316117249
C2-P1,4362,17,32,0.5049142616379463
C2-P1,4362,18,32,0.7499033237291368
C2-P1,4362,19,32,0.5583885769035261
C2-P1,4362,20,32,0.45357951745718617
C2-P1,4362,21,32,0.5153616632479611
C2-P1,4362,22,32,0.740135309014623
C2-P1,4362,23,32,0.6747804147914988
C2-P1,4362,24,32,0.7041689685416841
C2-P1,4362,25,32,0.5988855916981723
C2-P1,4362,26,32,0.6402766654798432
C2-P1,4362,27,32,0.6557708686204823
C2-P1,4362,28,32,0.6224102109120128
C2-P1,4379,0,32,0.5066478349041966
C2-P1,4379,1,32,0.6833957059570128
C2-P1,4379,2,32,0.6412513864122206
C2-P1,4379,3,32,0.6719913709424479
C2-P1,4379,4,32,0.6125819565720041
C2-P1,4379,5,32,0.5824690348351648
C2-P1,4379,6,32,0.39208311151717656
C2-P1,4379,7,32,0.6600747452655047
C2-P1,4379,8,32,0.6992176982899885
C2-P1,4379,9,32,0.6275552680181736
C2-P1,4379,10,32,0.5710158375515023
C2-P1,4379,11,32,0.49704582463374325
C2-P1,4379,12,32,0.43324003689226875
C2-P1,4379,13,32,0.5968440488618667
C2-P1,4379,14,32,0.5582984177688761
C2-P1,4379,15,32,0.5063259660848591
C2-P1,4379,16,32,0.5807662634746126
C2-P1,4379,17,32,0.6685023806529612
C2-P1,4379,18,32,0.6466355644648949
C2-P1,4379,19,32,0.5725057229053503
C2-P1,4379,20,32,0.6607010404299086
C2-P1,4379,21,32,0.5275610660361096
C2-P1,4379,22,32,0.5094910994913776
C2-P1,4379,23,32,0.6699017698936063
C2-P1,4379,24,32,0.6037768422409935
C2-P1,4379,25,32,0.5067971470387332
C2-P1,4379,26,32,0.5441728284080789
C2-P1,4379,27,32,0.5672746165762257
C2-P1,4379,28,32,0.6649103140388548
C4-P0,4379,0,32,0.5465043665769078
C4-P0,4379,1,32,0.7115910536465931
C4-P0,4379,2,32,0.751030579799465
C4-P0,4379,3,32,0.6450231594009802
C4-P0,4379,4,32,0.6506717408204779
C4-P0,4379,5,32,0.6116643505205969
C4-P0,4379,6,32,0.42981758228646694
C4-P0,4379,7,32,0.5712924502499455
C4-P0,4379,8,32,0.7625402858996183
C4-P0,4379,9,32,0.7194074956319483
C4-P0,4379,10,32,0.76091007275729
C4-P0,4379,11,32,0.6396235576870117
C4-P0,4379,12,32,0.6981626319513066
C4-P0,4379,13,32,0.7055741033884245
C4-P0,4379,14,32,0.5337820816846143
C4-P0,4379,15,32,0.5396092589250726
C4-P0,4379,16,32,0.505655740596795
C4-P0,4379,17,32,0.8008654637742978
C4-P0,4379,18,32,0.667177991021136
C4-P0,4379,19,32,0.7215545341994315
C4-P0,4379,20,32,0.5352511693351496
C4-P0,4379,21,32,0.7143773508863089
C4-P0,4379,22,32,0.6686589384596229
C4-P0,4379,23,32,0.7699550780829015
C4-P0,4379,24,32,0.5471855893357098
C4-P0,4379,25,32,0.6732772812198885
C4-P0,4379,26,32,0.6024742047455358
C4-P0,4379,27,32,0.5516094610549562
C4-P0,4379,28,32,0.46917721620863195
C4-P1,3389,0,16,0.6359957790555344
C4-P1,3389,1,16,0.6065007628903599
C4-P1,3389,2,16,0.6264789107108277
C4-P1,3389,3,16,0.6982751453042126
C4-P1,3389,4,16,0.5827578842860767
C4-P1,3389,5,16,0.4075212584110369
C4-P1,3389,6,16,0.5799014284975326
C4-P1,3389,7,16,0.3515322537817708
C4-P1,3389,8,16,0.6249324358848863
C4-P1,3389,9,16,0.7405057619887399
C4-P1,3389,10,16,0.7181412111120511
C4-P1,3389,11,16,0.5923365911187916
C4-P1,3389,12,16,0.5759106658069725
C2-P1,4319,0,32,0.6265711126010821
C2-P1,4319,1,32,0.7011148169083958
C2-P1,4319,2,32,0.6587303735592321
C2-P1,4319,3,32,0.6932634358273164
C2-P1,4319,4,32,0.53351731519584
C2-P1,4319,5,32,0.4805587073415296
C2-P1,4319,6,32,0.47587584582617537
C2-P1,4319,7,32,0.6522392848855108
C2-P1,4319,8,32,0.5674544616287613
C2-P1,4319,9,32,0.40144441116315255
C2-P1,4319,10,32,0.4232429810810795
C2-P1,4319,11,32,0.6230083730955015
C2-P1,4319,12,32,0.6559022235255212
C2-P1,4319,13,32,0.6363273187673054
C2-P1,4319,14,32,0.6671066989710597
C2-P1,4319,15,32,0.5341593468931751
C2-P1,4319,16,32,0.54553013020186
C2-P1,4319,17,32,0.7808985717430424
C2-P1,4319,18,32,0.8061708421383432
C2-P1,4319,19,32,0.37873535171446226
C2-P1,4319,20,32,0.5718510361136174
C2-P1,4319,21,32,0.6581537788063464
C2-P1,4319,22,32,0.583652748182895
C2-P1,4319,23,32,0.7545561889267003
C2-P1,4319,24,32,0.715786992386189
C2-P1,4319,25,32,0.5547967844563187
C2-P1,4319,26,32,0.7127260298435021
C2-P1,4319,27,32,0.7843442960700094
C2-P1,4319,28,32,0.6089375115813391
C2-P0,4048,0,32,0.2772346395201961
C2-P0,4048,1,32,0.4535863160945359
C2-P0,4048,2,32,0.7854564961670744
C2-P0,4048,3,32,0.7434058633727892
C2-P0,4048,4,32,0.6940817234726496
C2-P0,4048,5,32,0.7225150140462712
C2-P0,4048,6,32,0.8848175326979618
C2-P0,4048,7,32,0.902382234025954
C2-P0,4048,8,32,0.5598714284350147
C2-P0,4048,9,32,0.6290569333466005
C2-P0,4048,10,32,0.9161079267281611
C2-P0,4048,11,32,0.8591599044242956
C2-P0,4048,12,32,0.8474666838131828
C2-P0,4048,13,32,0.8154040206139221
C2-P0,4048,14,32,0.8789650213538226
C2-P0,4048,15,32,0.7924155310814489
C2-P0,4048,16,32,0.8769076683498928
C2-P0,4048,17,32,0.6616985516284781
C2-P0,4048,18,32,0.8815901486881017
C2-P0,4048,19,32,0.702885758928815
C2-P0,4048,20,32,0.7732097399125399
C2-P0,4048,21,32,0.7651055906382509
C2-P0,4048,22,32,0.7203257894768402
C2-P0,4048,23,32,0.6778106592572831
C2-P0,4048,24,32,0.8005337865980294
C2-P0,4048,25,32,0.8725881827272381
C2-P0,4048,26,32,0.8668444263357372
C2-P0,4048,27,32,0.7743710364652131
C2-P0,4048,28,32,0.8993435976225367
C4-P0,4362,0,32,0.5786830661091568
C4-P0,4362,1,32,0.7380507630520595
C4-P0,4362,2,32,0.6922228831560129
C4-P0,4362,3,32,0.7192087002037664
C4-P0,4362,4,32,0.6870590031599426
C4-P0,4362,5,32,0.654026840628954
C4-P0,4362,6,32,0.6692200495085603
C4-P0,4362,7,32,0.6431374317328082
C4-P0,4362,8,32,0.6204814099970227
C4-P0,4362,9,32,0.674536043351378
C4-P0,4362,10,32,0.7268377648445292
C4-P0,4362,11,32,0.6826294461141758
C4-P0,4362,12,32,0.520137691704934
C4-P0,4362,13,32,0.553082036137569
C4-P0,4362,14,32,0.8022056839913813
C4-P0,4362,15,32,0.7480602815675241
C4-P0,4362,16,32,0.690526232465527
C4-P0,4362,17,32,0.5722471598646937
C4-P0,4362,18,32,0.4870546000637753
C4-P0,4362,19,32,0.6346056671186913
C4-P0,4362,20,32,0.6680161539465881
C4-P0,4362,21,32,0.6972793376453816
C4-P0,4362,22,32,0.6937788188105297
C4-P0,4362,23,32,0.7324326203921454
C4-P0,4362,24,32,0.6187172410806273
C4-P0,4362,25,32,0.736145256867799
C4-P0,4362,26,32,0.8079049705396262
C4-P0,4362,27,32,0.7752888971656048
C4-P0,4362,28,32,0.7204821000270994
C1-P0,4362,0,20,0.3012910390744137
C1-P0,4362,1,20,0.7563179498084331
C1-P0,4362,2,20,0.691254688395152
C1-P0,4362,3,20,0.7062989848636618
C1-P0,4362,4,20,0.7751777880928649
C1-P0,4362,5,20,0.7708235241673428
C1-P0,4362,6,20,0.6785773255070912
C1-P0,4362,7,20,0.6573029948897049
C1-P0,4362,8,20,0.7630448824558591
C1-P0,4362,9,20,0.8270028586301265
C1-P0,4362,10,20,0.7322196345131717
C1-P0,4362,11,20,0.8423002489587936
C1-P0,4362,12,20,0.7247253553454656
C1-P0,4362,13,20,0.7828365096251797
C1-P0,4362,14,20,0.7398594768531513
C1-P0,4362,15,20,0.6307861817609132
C1-P0,4362,16,20,0.7924846384525343
C4-P2,4619,0,23,0.7131832901156003
C4-P2,4619,1,23,0.6527255221948755
C4-P2,4619,2,23,0.6425782934693488
C4-P2,4619,3,23,0.5087315861561031
C4-P2,4619,4,23,0.5633912299920107
C4-P2,4619,5,23,0.6384162031861185
C4-P2,4619,6,23,0.7109477035191147
C4-P2,4619,7,23,0.6956222282684176
C4-P2,4619,8,23,0.604514659636997
C4-P2,4619,9,23,0.6232446935980408
C4-P2,4619,10,23,0.5138847103385952
C4-P2,4619,11,23,0.6455911898674945
C4-P2,4619,12,23,0.6060211592585335
C4-P2,4619,13,23,0.6618015860213194
C4-P2,4619,14,23,0.6374830064021207
C4-P2,4619,15,23,0.652653426816215
C4-P2,4619,16,23,0.6088187930322844
C4-P2,4619,17,23,0.6752751145690521
C4-P2,4619,18,23,0.5782222461019957
C4-P2,4619,19,23,0.4540388416820249
C4-P1,4316,0,24,0.6152435615569841
C4-P1,4316,1,24,0.5198765408977329
C4-P1,4316,2,24,0.5634978488294459
C4-P1,4316,3,24,0.6856970161307513
C4-P1,4316,4,24,0.7281709464192601
C4-P1,4316,5,24,0.6937194837396411
C4-P1,4316,6,24,0.8271216415629619
C4-P1,4316,7,24,0.7448872045802435
C4-P1,4316,8,24,0.7309012475964335
C4-P1,4316,9,24,0.6640800286438989
C4-P1,4316,10,24,0.6049351446123499
C4-P1,4316,11,24,0.657726201159996
C4-P1,4316,12,24,0.6320472292142865
C4-P1,4316,13,24,0.7142441723470633
C4-P1,4316,14,24,0.7176972490087667
C4-P1,4316,15,24,0.703529760304059
C4-P1,4316,16,24,0.6984599238718722
C4-P1,4316,17,24,0.6711539894329672
C4-P1,4316,18,24,0.6317682354151494
C4-P1,4316,19,24,0.5309998813068104
C4-P1,4316,20,24,0.670574497961765
C2-P1,3389,0,32,0.7108391688981163
C2-P1,3389,1,32,0.6768011610467537
C2-P1,3389,2,32,0.6883233542167639
C2-P1,3389,3,32,0.3104915339343465
C2-P1,3389,4,32,0.3690993885818423
C2-P1,3389,5,32,0.5556325253134008
C2-P1,3389,6,32,0.4734258445854759
C2-P1,3389,7,32,0.5620307263912417
C2-P1,3389,8,32,0.5699848122634635
C2-P1,3389,9,32,0.5745646143649845
C2-P1,3389,10,32,0.46244485054909634
C2-P1,3389,11,32,0.5656815568173014
C2-P1,3389,12,32,0.6300142107719002
C2-P1,3389,13,32,0.6512139916299169
C2-P1,3389,14,32,0.5791350990103332
C2-P1,3389,15,32,0.6779355492838733
C2-P1,3389,16,32,0.7289496716380278
C2-P1,3389,17,32,0.6169388862835179
C2-P1,3389,18,32,0.5080698135252086
C2-P1,3389,19,32,0.5236340333878451
C2-P1,3389,20,32,0.6339624729563623
C2-P1,3389,21,32,0.6990614143129079
C2-P1,3389,22,32,0.664085931331433
C2-P1,3389,23,32,0.8171693788069408
C2-P1,3389,24,32,0.4734329881590946
C2-P1,3389,25,32,0.35220527148881897
C2-P1,3389,26,32,0.4249532925075178
C2-P1,3389,27,32,0.6545390334746927
C2-P1,3389,28,32,0.7670547018796515
SB,4177,0,69,0.5963492770523618
SB,4177,1,69,0.7512345768054249
SB,4177,2,69,0.746245039675962
SB,4177,3,69,0.7859242117733543
SB,4177,4,69,0.25217568878276164
SB,4177,5,69,0.4726606112239714
SB,4177,6,69,0.6337023948065043
SB,4177,7,69,0.7195629005230213
SB,4177,8,69,0.6108167615119571
SB,4177,9,69,0.7293183558991279
SB,4177,10,69,0.6310183637722815
SB,4177,11,69,0.6942577241782878
SB,4177,12,69,0.6477028302637389
SB,4177,13,69,0.6784130821920193
SB,4177,14,69,0.7493765653060215
SB,4177,15,69,0.8026455102792451
SB,4177,16,69,0.6606502881283512
SB,4177,17,69,0.6229846095038172
SB,4177,18,69,0.35647629605011577
SB,4177,19,69,0.5680500988169729
SB,4177,20,69,0.55134208229272
SB,4177,21,69,0.4844790074142695
SB,4177,22,69,0.3834744875508579
SB,4177,23,69,0.3770457378124764
SB,4177,24,69,0.6578312747789575
SB,4177,25,69,0.6867861534551412
SB,4177,26,69,0.8022213491479615
SB,4177,27,69,0.6392118502561672
SB,4177,28,69,0.23311134085553475
SB,4177,29,69,0.3368913302361224
SB,4177,30,69,0.735845926592715
SB,4177,31,69,0.2620351180006396
SB,4177,32,69,0.30719966637840224
SB,4177,33,69,0.5286794912441625
C3-P1,3902,0,17,0.6416171155635636
C3-P1,3902,1,17,0.8180213391762096
C3-P1,3902,2,17,0.560031524562266
C3-P1,3902,3,17,0.5730952979112324
C3-P1,3902,4,17,0.656336062055802
C3-P1,3902,5,17,0.6529098796403576
C3-P1,3902,6,17,0.684923178559492
C3-P1,3902,7,17,0.5741694363910576
C3-P1,3902,8,17,0.6888202058087428
C3-P1,3902,9,17,0.6638970169568936
C3-P1,3902,10,17,0.7004121741954735
C3-P1,3902,11,17,0.47078728136053116
C3-P1,3902,12,17,0.5675576866884322
C3-P1,3902,13,17,0.6692625316297932
SB,4133,0,58,0.782162285898387
SB,4133,1,58,0.8364308490245627
SB,4133,2,58,0.8209829181989292
SB,4133,3,58,0.7130222351528347
SB,4133,4,58,0.0
SB,4133,5,58,0.0
SB,4133,6,58,0.6659435468455344
SB,4133,7,58,0.643448992365491
SB,4133,8,58,0.534559895445575
SB,4133,9,58,0.7331828800642541
SB,4133,10,58,0.8270329010461407
SB,4133,11,58,0.7484347665386141
SB,4133,12,58,0.7135465470839046
SB,4133,13,58,0.6504987394821302
SB,4133,14,58,0.6129911053007777
SB,4133,15,58,0.6077155221595419
SB,4133,16,58,0.6575184041258606
SB,4133,17,58,0.5722013846807804
SB,4133,18,58,0.0
SB,4133,19,58,0.0
SB,4133,20,58,0.7512064552077861
SB,4133,21,58,0.8763929266463456
SB,4133,22,58,0.7383380545074815
SB,4133,23,58,0.54079297172858
SB,4133,24,58,0.4282000694295991
SB,4133,25,58,0.6815902737932817
SB,4133,26,58,0.7747474107732637
SB,4133,27,58,0.43296998884224136
SB,4133,28,58,0.2431058420938541
C3-P0,4152,0,21,0.4067170011207947
C3-P0,4152,1,21,0.5092708970393746
C3-P0,4152,2,21,0.5674231794868495
C3-P0,4152,3,21,0.47728579433876783
C3-P0,4152,4,21,0.5726357478130178
C3-P0,4152,5,21,0.6229891508039185
C3-P0,4152,6,21,0.6845163877402766
C3-P0,4152,7,21,0.5938451762820491
C3-P0,4152,8,21,0.6691566254986571
C3-P0,4152,9,21,0.7324711255565151
C3-P0,4152,10,21,0.5674739520023242
C3-P0,4152,11,21,0.594822037930993
C3-P0,4152,12,21,0.666436975796398
C3-P0,4152,13,21,0.5310130530178759
C3-P0,4152,14,21,0.8004522535637116
C3-P0,4152,15,21,0.5878792581168243
C3-P0,4152,16,21,0.611932485181004
C3-P0,4152,17,21,0.6820694046333957
C4-P2,4379,0,20,0.2444405318582793
C4-P2,4379,1,20,0.6283774610167387
C4-P2,4379,2,20,0.6021387514030714
C4-P2,4379,3,20,0.5536629184900284
C4-P2,4379,4,20,0.6240672768218734
C4-P2,4379,5,20,0.6220932615740608
C4-P2,4379,6,20,0.6849829821283702
C4-P2,4379,7,20,0.6109432362034554
C4-P2,4379,8,20,0.5679484087137937
C4-P2,4379,9,20,0.6507982073041433
C4-P2,4379,10,20,0.7665820142275075
C4-P2,4379,11,20,0.756357109015321
C4-P2,4379,12,20,0.6228823366724616
C4-P2,4379,13,20,0.5125300970251457
C4-P2,4379,14,20,0.7336128001806013
C4-P2,4379,15,20,0.5141405367517747
C4-P2,4379,16,20,0.5895967561408796
C4-P1,4108,0,13,0.6726955488882058
C4-P1,4108,1,13,0.7804039590828764
C4-P1,4108,2,13,0.8016121321515832
C4-P1,4108,3,13,0.7457347840263296
C4-P1,4108,4,13,0.6704825651908534
C4-P1,4108,5,13,0.6196868088502615
C4-P1,4108,6,13,0.6282143799417221
C4-P1,4108,7,13,0.5692387416814175
C4-P1,4108,8,13,0.49216928244851943
C4-P1,4108,9,13,0.5087747935701903
C2-P1,4171,0,32,0.5956395995789937
C2-P1,4171,1,32,0.8612019231554686
C2-P1,4171,2,32,0.6301959815882902
C2-P1,4171,3,32,0.5524873532107446
C2-P1,4171,4,32,0.7801435042781578
C2-P1,4171,5,32,0.645441140093743
C2-P1,4171,6,32,0.6494028513635578
C2-P1,4171,7,32,0.48153755694406786
C2-P1,4171,8,32,0.42824443206293594
C2-P1,4171,9,32,0.6414373355534898
C2-P1,4171,10,32,0.7120730343379128
C2-P1,4171,11,32,0.6291583428799035
C2-P1,4171,12,32,0.4663717455711647
C2-P1,4171,13,32,0.5857070853138855
C2-P1,4171,14,32,0.5561745374032734
C2-P1,4171,15,32,0.8068969374350509
C2-P1,4171,16,32,0.6914578628512343
C2-P1,4171,17,32,0.5136447480968761
C2-P1,4171,18,32,0.4601360752704656
C2-P1,4171,19,32,0.6540051879196255
C2-P1,4171,20,32,0.8167841490227403
C2-P1,4171,21,32,0.7099212631875951
C2-P1,4171,22,32,0.503373548907747
C2-P1,4171,23,32,0.772556888945885
C2-P1,4171,24,32,0.6593612517914405
C2-P1,4171,25,32,0.7195639255169451
C2-P1,4171,26,32,0.7172345994053375
C2-P1,4171,27,32,0.4584533574967139
C2-P1,4171,28,32,0.4336709841849298
C2-P0,4148,0,32,0.3939507087989542
C2-P0,4148,1,32,0.41417264603463244
C2-P0,4148,2,32,0.7996542992466829
C2-P0,4148,3,32,0.7782323812372942
C2-P0,4148,4,32,0.6489613488395
C2-P0,4148,5,32,0.6950476804576475
C2-P0,4148,6,32,0.5877573081759221
C2-P0,4148,7,32,0.7396396798752362
C2-P0,4148,8,32,0.8180042071499034
C2-P0,4148,9,32,0.6888893474536755
C2-P0,4148,10,32,0.8836778167896296
C2-P0,4148,11,32,0.6056183395711584
C2-P0,4148,12,32,0.7786358908466059
C2-P0,4148,13,32,0.7209233538327506
C2-P0,4148,14,32,0.8239598937436232
C2-P0,4148,15,32,0.8550660995076185
C2-P0,4148,16,32,0.8371870747768501
C2-P0,4148,17,32,0.8326364522241322
C2-P0,4148,18,32,0.7878219865625415
C2-P0,4148,19,32,0.7736966600842878
C2-P0,4148,20,32,0.6361514426782487
C2-P0,4148,21,32,0.801651412349997
C2-P0,4148,22,32,0.865762702808633
C2-P0,4148,23,32,0.8643185574984465
C2-P0,4148,24,32,0.7436924818264626
C2-P0,4148,25,32,0.8020310416401564
C2-P0,4148,26,32,0.8336517902071132
C2-P0,4148,27,32,0.5562865778771701
C2-P0,4148,28,32,0.6045819435127485
C3-P2,4036,0,32,0.7280529273441754
C3-P2,4036,1,32,0.4854347109947713
C3-P2,4036,2,32,0.7700973769519837
C3-P2,4036,3,32,0.6103222645325976
C3-P2,4036,4,32,0.46384470832498503
C3-P2,4036,5,32,0.6002299673633045
C3-P2,4036,6,32,0.6052761472337106
C3-P2,4036,7,32,0.4371662626073909
C3-P2,4036,8,32,0.43979567866001945
C3-P2,4036,9,32,0.4229631313597575
C3-P2,4036,10,32,0.5173711956839161
C3-P2,4036,11,32,0.6813330809854486
C3-P2,4036,12,32,0.5092373809811984
C3-P2,4036,13,32,0.3194245879633565
C3-P2,4036,14,32,0.551880211423099
C3-P2,4036,15,32,0.6081733167383238
C3-P2,4036,16,32,0.5947698614377547
C3-P2,4036,17,32,0.5097702515675432
C3-P2,4036,18,32,0.5347836104274613
C3-P2,4036,19,32,0.5281236221685496
C3-P2,4036,20,32,0.4777065705781015
C3-P2,4036,21,32,0.5116169705058566
C3-P2,4036,22,32,0.5436254332257098
C3-P2,4036,23,32,0.4923895663510962
C3-P2,4036,24,32,0.5434769552542715
C3-P2,4036,25,32,0.5205759149796095
C3-P2,4036,26,32,0.6427148036612371
C3-P2,4036,27,32,0.5028600432535357
C3-P2,4036,28,32,0.6786018442475092
C2-P2,4372,0,32,0.34816376015066863
C2-P2,4372,1,32,0.669625833757008
C2-P2,4372,2,32,0.43973205301214846
C2-P2,4372,3,32,0.7233789216102102
C2-P2,4372,4,32,0.5367675015298731
C2-P2,4372,5,32,0.5064316287241752
C2-P2,4372,6,32,0.8005115463153157
C2-P2,4372,7,32,0.6666117668168544
C2-P2,4372,8,32,0.7572734083437213
C2-P2,4372,9,32,0.557445698732169
C2-P2,4372,10,32,0.8754561514952868
C2-P2,4372,11,32,0.4072898928089278
C2-P2,4372,12,32,0.5890052307268522
C2-P2,4372,13,32,0.6373732976195491
C2-P2,4372,14,32,0.6899602274868482
C2-P2,4372,15,32,0.7203203680291086
C2-P2,4372,16,32,0.6752066536098078
C2-P2,4372,17,32,0.6507971464624445
C2-P2,4372,18,32,0.4927447613210395
C2-P2,4372,19,32,0.7345786215238258
C2-P2,4372,20,32,0.5947991318155598
C2-P2,4372,21,32,0.7076508175485866
C2-P2,4372,22,32,0.6466840109884131
C2-P2,4372,23,32,0.4806960988965452
C2-P2,4372,24,32,0.5502903182025505
C2-P2,4372,25,32,0.5683636270747915
C2-P2,4372,26,32,0.5387979879290172
